"","name","category","review.point","price","currency","description"
"1068","Wemyss Malts Brandy Casket (distilled at Glen Garioch) 1989, 46%","Single Malt Scotch","87","95","$","Wemyss Malts has bottled this 23 year old hogshead-matured example of Glen Garioch from the Aberdeenshire village of Oldmeldrum. Just 322 bottles were yielded by the cask. Cigarette tobacco, brittle toffee, and a hint of aniseed on the nose. Vanilla develops, along with strawberries, apples, and pears. Rich malt, walnuts, cooked apple, and cinnamon on the palate. The spicy finish features old leather and pepper. £105 "
"1069","Glen Garioch 15 year old The Renaissance Chapter One, 51.9%","Single Malt Scotch","87","108","$","The first of four ‘chapters’ under the Renaissance banner, all of which will consist of spirit made since Glen Garioch reopened in 1997. This 15 year old release has been matured in sherry and bourbon casks, and 12,000 bottles are available. Ginger features on the early, perfumed nose, with soft toffee, oranges, and dates. Milk chocolate on the creamy palate, where the ginger theme continues, along with cinnamon and caramel. The finish offers rich chocolate and orange, which finally fades. £75"
"1070","Glenglassaugh Aged Over 30 Years, 43%","Single Malt Scotch","87","637.00","$","This malt is actually 36 years old, having spent its first 34 years in a refill hogshead before two years of maturation in a first fill ex-Sauternes cask. The out-turn was 280 bottles. Mellow on the nose, with fresh oranges and apples, developing toffee, and violets. Smooth and fruity on the palate, with dark chocolate, pepper, and discreet tannins. Long in the finish, with fruity oak. £400"
"1071","Glengoyne, 21 year old, 43%","Single Malt Scotch","87","80.00","$","While younger Glengoyne whiskies are enjoyable but often fairly straight-forward in flavor, the older expressions develop nicely in depth. Regardless of age, there’s always a creamy maltiness as the foundation of the whisky. For this expression, notes of honey, cookie dough, dry spice notes (vanilla, cinnamon) and soft fruit (citrus, apple) round out the palate. This whisky is clean, polished, and very drinkable. A new addition to the Glengoyne line, and very welcome. 
"
"1072","The Glenlivet Cellar Collection, 1967, 46%","Single Malt Scotch","87","200.00","$","Deep gold color. A very delightful aroma that defies its age, with notes of rich creamy vanilla, exotic tropical fruit, honey, and toasted oak. Rich, mouth coating texture and body. Its flavor starts out like its aroma-creamy vanilla, tropical fruit, honey-then turns dry and becomes very dry, leathery, and oaky on the finish. Soothing, long dry finish. 
"
"1073","The Glenlivet French Oak Reserve 15 year old, 40%","Single Malt Scotch","87","50.00","$","I enjoy Glenlivet whisky for its subtle elegance, floral notes, along with a delicious ""peaches & cream"" flavor. For this particular whisky, finishing some of the whisky in new French oak barrels adds depth, dried spice (vanilla, clove) and pleasing dryness to the Glenlivet profile. This whisky is more polished and refined than the 12 year old expression it replaces. 
"
"1074","Glenmorangie, 1977 Vintage, 43%","Single Malt Scotch","87","200.00","$","Style: Highland single malt scotch Color: Gold Aroma: Subtly complex and somewhat dry, with notes of vanilla, almonds, hay, freshly cut grass, and a hint of smoke. Palate: Clean and malty up front, becoming dry as it begins to reveal its age, as the maltiness turns into a potpourri of spice and dried fruit. Dry on the finish and spicy-almost peppery. Its finish is big and long for a Glenmorangie whisky. 
"
"1075","Glenmorangie Quinta Ruban, 46%","Single Malt Scotch","87","70.00","$","Finished in port casks. Like the Nectar D’or above, this expression adds lushness, body, and a sweet complexity (but with darker fruit and spice than the Nectar D’or) while still allowing Glenmorangie’s complexity to shine through. 
"
"1076","Glenmorangie A Midwinter Night's Dram, 43%","Single Malt Scotch","87","58","$","This NAS Glenmorangie contains whisky aged in bourbon casks and some that was ‘extra-matured’ in Spanish oloroso sherry casks, as per Glenmoragie Lasanta. The result is a variant with more of a winter fireside vibe than found in Original. The nose boasts dates, plain chocolate, caramel, and Jaffa oranges. Rich and fruity in the mouth, with more oranges, plus sultanas, roasted chestnuts, cinnamon, and ginger. The finish is medium in length, fruity, gingery, and ultimately slightly bitter. £40"
"1077","The Glenrothes, 1989, 43%","Single Malt Scotch","87","56.00","$","Amber gold color. Rich, honeyed malt in aroma. Quite floral, with subtle notes of dried fruit. Full, rich body. Very malty flavors, with notes of honeyed fruit up front, turning dry on the finish with notes of oak, vanilla, and dried fruit. 
"
"1078","Glenrothes, 1994 Vintage, $43%","Single Malt Scotch","87","78.00","$","Very bright and lively, with a nice balance of flavors. Zesty fruit (lemon, peach, ripe pineapple, golden raisin) on a bed of layered sweetness (creamy vanilla, light honey, lightly toasted marshmallow, and a hint of coconut). Gently dry, delicately spicy, dried citrus finish. Light enough and with enough zing to enjoy before dinner, but it should stand up well enough after dinner, too. This is a nice whisky, but it shows a lighter, more elegant side of Glenrothes. It doesn’t express the rich, opulent notes often shown in bottlings like the 1972 Vintage, for example."
"1079","Glenrothes 1978, 43%","Single Malt Scotch","87","322.00","$","Though this has been on the shelves in the UK for a while, its U.S. release has been delayed. It shows a classic mature ‘Rothes nose, mixing moist fruitcake, vanilla, and a tickle of maltiness. What sets this apart is the weight of the stewed fruit and a dry note reminiscent of light rain on tweed. The palate is typically slow with a sparky spiciness and a lick of hazelnut butter to caress your throat. Worth the wait. "
"1080","Glenrothes Vintage Reserve, 40%","Single Malt Scotch","87","60","$","A new NAS, this has a thick, silky nose in classic ‘Rothes style which reminds you of coffee cream icing, hazelnut syrup, semi-dried soft fruits, and horchata. The palate has elegance and poise, with a hint of menthol lifting off into pecan and light grippy oak. Has excellent length and mellow flow. Water slightly reduces its voluptuous charms, so be careful (or simply avoid). Praise for revealing all the vintages used, and the fantastic price. Chapeau! £39"
"1081","Chieftain’s (distilled at Glenturret) 21 year old, 55.8%","Single Malt Scotch","87","140.00","$","A comparatively rare independent bottling of what is, in any case, a hard to find single malt. Distilled in 1990, matured in an American oak hogshead (#646), and bottled at cask strength. White pepper, damp earth, violets, cinnamon, and slight saltiness on the nose. The pepper blackens on the idiosyncratic palate, with cough syrup, big spice notes, and dark berries. Long and peppery in the finish, with developing oak tannins."
"1082","Duncan Taylor 'Rarest of the Rare' (distilled at Glenugie), Cask #5156, 22 year old, 1975 vintage, 58.0%","Single Malt Scotch","87","215.00","$","The only sherry cask-aged Rarest of the Rare whisky reviewed here. Rich thick cut marmalade, combined with chewy toffee, sultana, and nuts. The oak adds spice, balance, and complexity. This isn’t a one-trick (sherry) pony. There’s a lot going on here. Spicy, resinous finish. One of the best Glenugies I have tasted. 
"
"1083","Highland Park, Cask #10146, 1990 vintage, 15 year old, 53.6%","Single Malt Scotch","87","78.00","$","The darkest and most decadent of the three 15 year olds here. Notes of molasses, demerara rum, apricot, and dates. More subtle notes of mixed nuts, sap, tobacco, and fig, with just a hint of Moroccan spice and leather. Surprisingly complex for a whisky this young, and the most intriguing of the younger expressions reviewed here. (Bottled for Beltramo’s Fine Wines & Spirits) 
"
"1084","Murray McDavid (distilled at Highland Park) 1988, 14 year old, 46%","Single Malt Scotch","87","48.00","$","Deep gold color. Nicely balanced aroma of honeyed malt, fruit, floral notes, and a hint of the sea. Medium in body and smooth. The palate begins with soothing honey notes, followed by a rich maltiness. Ripe fruit flavors emerge, lush and delicious. The whisky eventually becomes dry and floral, with a suggestion of salt. 
"
"1085","Highland Park Loki 15 year old, 48.7%","Single Malt Scotch","87","250.00","$","Following on from Thor, Loki is the second release in Highland Park’s Valhalla Collection. Loki has been matured in a mix of sherry and heavily-peated casks. Initial notes of marzipan on the nose, then orange, oriental spices, and chili. In time, yellow plums, vanilla, and floral notes. Soft and sweet on the palate, with pink grapefruit, overt smoke, and a touch of salt. The finish features contrasting barbecue and vanilla notes, citrus, and lots of spice."
"1086","Highland Park ICE Edition, 53.9%","Single Malt Scotch","87","270","$","ICE Edition is a 17 year old matured predominantly in bourbon casks. Just 30,000 rather extravagantly presented bottles are available globally.  Fresh and fruity on the nose with light trademark Highland Park sweet smoke, ginger, and a hint of dry earth. In time the fruits become more clearly defined as pears and peaches. Full and viscous on the palate; vanilla, pepper, brief orchard fruits, then dry peat, licorice, aniseed, and a lingering, relatively dry finish."
"1087","Highland Park Valkyrie, 45.9%","Single Malt Scotch","87","71","$","Valkyrie replaces the current Dark Origins expression and was matured in a combination of first-fill American oak sherry casks, American oak bourbon casks, and European oak sherry casks, along with some refill casks. Apricots and aromatic wood smoke on the nose; slightly oily, with raisins. Stewed fruits on the palate, with earthy peat, licorice, and black pepper. Aniseed, dark berry notes, and wood spice in the finish."
"1088","Highland Park Magnus, 40%","Single Malt Scotch","87","40","$","Named for Highland Park Distillery’s founder, Magnus Eunson. It has been matured in first-fill and refill American oak sherry casks. The nose offers honeysuckle, vanilla, rising bread dough, and faint, aromatic wood smoke. Slightly smoky orchard fruits on the early palate, with sultanas, ripe cherries, and cinnamon. Medium to long in the finish, with drying fruit notes, wood spice, and ultimately, licorice sticks. (U.S. exclusive)"
"1089","Highland Park Full Volume, 47.2%","Single Malt Scotch","87","100","$","Full Volume is a U.S.-exclusive bottling that was distilled in 1999 and matured entirely in first-fill bourbon casks. The nose is fragrant, with canned pears and vanilla ice cream, coconut, and a very subtle wisp of smoke. Quite thin on the palate, nutty, mildly herbal, with tropical fruits. Ashy peat smoke, cocoa powder, and wood spice in the medium-length finish."
"1090","Laphroaig, 40 year old, 42.4%","Single Malt Scotch","87","500.00","$","Amber copper color. Very mature aroma of oak, damp earth, peat smoke, licorice, soft citrus, and seaweed. Full-bodied and somewhat oily. A gently sweet vanilla note up front-albeit very briefly-then a quick flash of citrus fruit and seaweed. After that it's a battle between peat smoke and oak, with the oak ultimately winning. Very long, dry, smoky finish."
"1091","Linkwood, 1996 vintage, 58.2%","Single Malt Scotch","87","325.00","$","Matured in a sherry cask. Chock full of ripe fruit, but still quite feminine in personality. Firm malt foundation, almost buttery in texture, with juicy oak, maple syrup, raspberry (red and black), strawberry, and dates, peppered with gentle spice (cinnamon, ginger). While this is a very enjoyable whisky, I have tasted some excellent Linkwood bottlings, including the standard 12 year old from back in the early 1990s, that brandished less sherry, allowing more of Linkwood’s gentle nature to blossom. Still, the sherry influence here is pristine, and it gives as much as it masks. (430 bottles)£200"
"1092","The Whisky Exchange (distilled at Linkwood) 16 year old, 48%","Single Malt Scotch","87","108","$","The combination of Linkwood and sherry cask can be to the detriment of such a perfumed whisky. Not here. The nose speaks of caramel toffee, demerara sugar, and while an oaky touch is there it’s light, allowing plump sultanas, rose, and a delightful balsamic cider vinegar note to emerge. The palate is relaxed and gentle, with darker fruits. There’s sufficient body to cope with the tannic squeeze. It needs water to reach ideal balance. Lovely. £65"
"1093","Longrow Red 11 year old Port Cask, 51.8%","Single Malt Scotch","87","82","$","The latest incarnation of Springbank’s Longrow Red matured for 11 years in port casks before being bottled at cask strength. The nose is sweet, with cherries, caramel, new leather, chewing tobacco, and soft peat. Voluptuous in the mouth, with a palate of rich peat, summer berries, and toffee apples, with growing spice notes, and light oak. Lengthy in the finish, with cinnamon, peat, sweet oak, and red berries."
"1094","Single Malts of Scotland (distilled at Longmorn) 1992, 49.7%","Single Malt Scotch","87","135","$","Longmorn always has this fruitcake thing going on and this is no exception. A sherry hoggie  helped provide sultana, cake mix, grilled almond, rhubarb puree, and a little cigar box. The palate is very fruity, with light Darjeeling-like tannins, then red fruits. It becomes nuttier as it moves and needs water to add ripeness to the stone fruit base. Highly recommended and extremely well priced. £80"
"1095","The Macallan, 1951 Vintage, 48.8%","Single Malt Scotch","87","2000.00","$","Amber mahogany color. Its 50 years of age are evident in the nose-there's plenty of resinous wood spice notes (especially clove). Also on the nose is citrus (especially orange), a potpourri of dried fruit, light toffee, and a hint of smoked nuts. The body is thick and viscous. The palate expresses flavors similar to its aroma, finishing dry and long."
"1096","Macallan Diamond Jubilee, 52%","Single Malt Scotch","87","549.00","$","A vatting of sherry casks from (apparently) royally significant dates with an outturn of 2012 (get it?) bottles. Auburn in color, it has a fruit compote nose mixed with citrus, and a little hint of gravy browning in the background. This mix of the exotic—oil of clove on the tongue, the sweet and light grip—makes for a very intriguing, concentrated, and layered palate. Think of Turkish Delight and crystallized ginger. Try the distillery shop for stock. £350"
"1097","Macallan Edition No. 1, 48%","Single Malt Scotch","87","90","$","People tend to moan about Macallan having lost its mojo. Not here. This is a vatting of different sized American and (mostly) European oak casks, so no surprise that it’s oak-led, but Macallan is a heavy distillate and it needs oak to prosper fully. Here you get rosin, marmalade, green fig jam, and the power of concentrated oils. The palate is powerful and supple, with some clove, ginger, and yet more chocolate. Substantial and well worth checking out."
"1098","Mannochmore 25 year old, 53.4%","Single Malt Scotch","87","400","$","Along with Auchroisk, Mannochmore is one of Diageo’s well-kept secrets. This 1990 distillate was matured in first-fill American oak hogsheads and European oak butts. Oily orange notes on the nose, plus vanilla, brittle toffee, and honey. The palate is substantial, rich, and sweet, with figs, sultanas, banana, and more honey, plus developing cloves. Raisins and plain chocolate in the long, spicy finish. Diageo Special Releases 2016 bottling. (3,954 bottles)"
"1099","Scott's Selection (distilled at Mortlach) 1961, 39 year old, 40.8%","Single Malt Scotch","87","175.00","$","Straw gold color. Very mature aromas of oak and citrus, with a hint of smoke, dry vanilla, floral and spice notes. Flavors are very mature and fairly dry throughout, mirroring the aroma’s dominant oaky vanilla notes, with citrus, and subtle smoke. Long, lingering finish. 
"
"1100","Old Pulteney, 17 year old, 46%","Single Malt Scotch","87","80.00","$","Pleasingly sweet and fruity, with notes of caramel apples, berries in honey, vanilla, and ripe pear. Fresh brine and subtle mint emerge occasionally and linger on the finish. Nicely balanced, more complex with a wider range of flavors than the Old Pulteney 21 year old. "
"1101","Old Pulteney 12 year old, 40%","Single Malt Scotch","87","35.00","$","Scotland’s northernmost mainland distillery, located in the historic port of Wick, is owned by Inver House. The ‘entry level’ 12 year old expression is widely available. The nose presents pleasingly fresh malt and floral notes, with a touch of pine. The palate offers a fuller bodied, sweeter whisky than the nose might lead one to expect, with more malt, spices, fresh fruit, and a suggestion of salt. The finish is medium in length, drying, and decidedly nutty."
"1102","Gordon & MacPhail (distilled at Pulteney) 21 year old, 43%","Single Malt Scotch","87","120.00","$","Gordon & MacPhail bottled a 21 year old expression from Scotland’s northernmost mainland distillery for the U.S. market earlier this year. Sweet on the nose, with honey and vanilla; fleetingly, stewed apricots and peaches, plus a hint of caramel. Intensely focused, sweet tropical fruits on the palate, with barley sugar. Becoming nuttier, with an edge of mixed spices. Spice fading to milk chocolate in the medium-length finish, with just a suggestion of brine. "
"1103","Pentland Skerries, 46%,","Single Malt Scotch","87","92","$","Maturation of the Pentland Skerries bottling of the Lighthouse Collection has taken place exclusively in former Spanish sherry casks, which lends the nose rich, dark sherry and Christmas cake notes, caramel and old leather, along with the distillery’s characteristic saltiness, which here comes across as salted peanuts. Full-bodied and slick in the mouth, overt sherry, sultanas, figs, spice, and contrasting brine. Mild maritime notes and autumn fruits combine with prunes and sherry in an accomplished, after-dinner finish. £55/liter"
"1104","Port Ellen 34 year old, 55%","Single Malt Scotch","87","2000","$","Here’s a classical Port Ellen, where the intense, even monomaniacal delivery of smoke mixes with damp face flannel, purple smoke, green ferns, and rapeseed oil. Lots of minerality, to the point of being almost flintily uncompromising. Water makes it more naked. The palate is excellent, with an explosion of preserved lemon-accented smokiness, touches of Spanish paprika, a sweet syrupy center, before a massive licorice finish. Peatiness for the purist, but whenever was that different? (2,958 bottles)."
"1105","Signatory (distilled at Rosebank), 14 year old, 1991 vintage, cask #4755, 43%","Single Malt Scotch","87","60.00","$","Delicately floral (lavender, rose) and perfumed, with notes of chamomile, hay, soft vanilla and gentle malt. Creamy and soothing, with a gently dry finish. Lots of depth for a lighter weight whisky. A lovely aperitif. I feel Rosebank is freshest and best when it is young. With the distillery closing in 1993, now’s the time to act, and this is one of the better bottlings I’ve tasted. 
"
"1106","Royal Brackla 21 year old, 40%","Single Malt Scotch","87","270","$","As part of its program to make available single malts from all five of its Scotch whisky distilleries, Bacardi subsidiary John Dewar & Sons has now released a trio of bottlings from Royal Brackla, situated near Nairn in the Scottish Highlands. The 12, 16, and 21 year old expressions are initially available in ten markets, Including the UK, U.S., and Canada.
More restrained on the nose than the 12 and 16 year old variants, with green apples, melons, and damp grass. The palate is silky and refined, with fresh fruits, just a hint of sherry, light spice, and a wisp of smoke. Aniseed and drying old oak in the earthy, lengthy finish."
"1107","Scapa Glansa, 40%","Single Malt Scotch","87","72","$","Glansa is described as a “peated whisky cask finish,” with the majority of its unspecified maturation time being spent in first-fill American oak casks. Madeira notes on the nose, with vanilla, honey, and pears. Richly fruity on the palate, with cocoa powder, vanilla, caramel, and mild wood smoke. Dark berries emerge from the background. The dark fruits continue through the lengthy finish, where smokiness increases."
"1108","Springbank, 40 year old, 46%","Single Malt Scotch","87","950.00","$","Antique gold color. Mature aromas of creamy vanilla, thick coconut, oak, and a hint of mint. The classic Springbank sea breeze aroma struggles for recognition. Medium body and oily in texture. Flavors deliver what the aroma promises, with additional dry wood spices and a very long finish. 
"
"1109","Springbank 14 year old Amontillado Cask (#305), 55.4%","Single Malt Scotch","87","100.00","$","A round of single cask Springers matured completely (not finished) in various wine casks for the U.S. market. All four are solid efforts — it’s really a matter of personal preference. A general comment: most of the single cask releases are matured in some sort of wine or rum cask. While this is nice, I would love to see several single cask, cask strength, and fully-matured ex-bourbon barrel bottlings offered for a change. 

Citrus, exotic wood, and botanicals on the nose and palate. Indeed, there’s a bit of intrigue here. Nice balance, with roasted nuts, pecan pie, and more exotic wood on the finish. "
"1110","Springbank Calvados Wood 12 year old, 52.7%","Single Malt Scotch","87","105.00","$","This expression from the Campbeltown distillery of Springbank was distilled in April 2000, matured for six years in refill bourbon barrels, and then for another six years in Calvados casks. The outturn was 9,420 bottles. Toffee apples dipped in soft spices on the nose, with a follow through of vanilla. Quite viscous on the palate, with white wine, red peppers, and cinnamon, along with a tang of peat. Lime marmalade and a touch more peat in the relatively dry finish.  "
"1111","Springbank Green 13 year old, 46%","Single Malt Scotch","87","77","$","This is the second ‘Green’ release from Springbank, denoting the use of organic barley, following on from a 12 year old in 2014. This variant has been fully matured in sherry casks and 9,000 bottles are available. White pepper, ozone, and wet sand on the early nose. Ultimately, cocoa powder, baked apple, and sultanas. The palate is initially very sweet and spicy, with salt and fruity sherry developing. The finish is medium to long, warming, with a salty tang."
"1112","Talisker 30 year old, 45.8%","Single Malt Scotch","87","471.00","$","As part of a rebranding of the entire Talisker range, Diageo has brought its Special Releases 25 and 30 year old cask strength expressions into the full-time fold, reduced in strength to 45.8%. Sweet and buttery on the nose; soft fruits and fragrant malt, milk chocolate, and dry, crumbling peat. Citrus fruits (notably lemon), licorice sticks, black pepper, and scorched wood on the palate. Dry and oaky in the lengthy finish, with peat notes and allspice to the end. £300 "
"1113","Talisker Triple Matured Edition, 48%","Single Malt Scotch","87","135","$","This no age statement Talisker is one of the first “triple matured” (so-named) whiskies exclusive to Friends of The Classic Malts. Successive periods of aging occurred in refill casks, charred American oak hogsheads, and European oak refill casks. Ozone, fresh asphalt, dried fruits, and old leather on the nose. A big pepper hit in the mouth, backed by earthy peat, Elastoplast, vanilla, and citrus fruits. The pepper lasts right to the end in the long, steadily-drying, charcoal-fueled finish. £80"
"1114","Talisker Neist Point, 45.8%","Single Malt Scotch","87","180","$","A showcase of the wide range of Talisker’s characteristics. Very sweet fruits, vanilla, new leather, and a hint of brine on the nose. Smooth on the palate, with smoky dark berries, lively spices, and crème brûlée. Dark chocolate and slightly bitter tannins feature in the finish, along with ginger and very mild chili. (Travel Retail exclusive)"
"1115","Duncan Taylor (distilled at Tamnavulin), 37 year old, 1967 vintage, 46.7%","Single Malt Scotch","87","240.00","$","Deep amber/chestnut/crimson color, suggesting a good dose of sherry cask aging, which the palate confirms. Syrupy notes of fruitcake, burnt fig, raisin, and beeswax are balanced by resinous oak, polished leather, roasted nuts, and dried spice on the finish. The 37 years of oak impact is balanced nicely by the sherry, even if both are a bit extreme for what is normally a more elegant dram. 
"
"1116","Tobermory, 10 year old, 40%","Single Malt Scotch","87","36.00","$","Straw gold. Aromas of a sweet shop-vanilla, honey, marshmallow, and confectioner’s sugar. Light to medium body, and soft. Clean flavors, which are very malty and honeyed, with notes of marshmallow and vanilla. Gently sweet finish. 
"
"1117","Tomatin, 18 year old, 43%","Single Malt Scotch","87","60.00","$","Fuller in body, deeper and more complex than the 12 year old (as would be expected). Sweeter fruits (honey-laced citrus, lemon gum drops, and ripe peach) and rum notes marry nicely with dried spice (cinnamon, vanilla, ginger). Calming finish. An intelligent use of sherry cask aging. 
"
"1118","Tomatin, 30 year old, 1976 vintage, 49.3%","Single Malt Scotch","87","400.00","$","Bold and spicy, but with enough backbone to handle it. Surely the most intense of the bunch overall. (The 25 year old is dry on the palate -- especially on the finish -- but the 30 year old challenges you the throughout.) There’s plenty of oak here, imparting leather, resin, and dried spice notes (cinnamon, clove, vanilla), but it is rescued by sherried fruit, honeyed citrus, and toffee. A powerful dram."
"1119","Douglas Laing Director’s Cut (distilled at Tomatin) 45 year old, 51.6%","Single Malt Scotch","87","353","$","This veteran example of Tomatin was distilled in November 1967 and matured for 45 years in refill butt #9315. The outturn was
175 bottles. Uncompromising dark sherry and treacle notes on the fruity nose, along with gunpowder tea. Big, old sherry notes on the full palate, with raisins, sultanas, and a sprinkling of black pepper. Fruity, notably spicy, and not too drying for its age in a relatively supple finish. £230"
"1120","Tomatin 1988 Vintage, 46%","Single Malt Scotch","87","250","$","This vintage expression from Tomatin has been matured in a mix of bourbon and port casks, and is being released in batches. The first comprises 2,500 bottles. The soft, fragrant nose offers strawberries, apricots, honey, and caramel, with a final hint of dry port. Fruit and caramel notes carry over from the nose onto the palate before dark chocolate appears, along with a suggestion of smoke. Subtle oak and ginger in the lengthy finish."
"1121","Tomatin Cù Bòcan 1989 Limited Edition, 53.2%","Single Malt Scotch","87","337","$","Tomatin launched the peated Cù Bòcan expression last year, and follows it with a vintage variant, the result of “…a rare and unintentional production of peated whisky at the distillery on 7th June 1989.” Three bourbon casks yielded 1,080 bottles. Ripe apples and aerosol furniture polish, with a vanilla and sweet woodsmoke backdrop on the nose. Full-bodied, with intense, sweet fruit notes on the palate, and a heathery, smoky kick. Smoky spice and nutty flavors in the ultimately drying finish. £200"
"1122","Scott's Selection (distilled at 'North of Scotland,') 1963, 46.8%","Grain Scotch Whisky","87","120.00","$","Antique gold. Thought-provoking aromas and flavors of molasses, leather, vanilla, and wood spices, with a hint of bourbon and rum. Light to medium in body. Given that this whisky is so mature and rather light in body, it has held up very well-the woody dryness is balanced nicely by the sweetness of the grain. 
"
"1123","The Antiquary, 1977 vintage, 46%","Blended Scotch Whisky","87","300.00","$","Deep on the nose and palate, with notes of dark rum, dried fruit, roasted nuts, dark chocolate, cinnamon, polished leather, charcoal, and a suggestion of peat.  Dry, resinous finish.  Bonus points for intrigue.
"
"1124","The Antiquary 35 year old, 46%","Blended Scotch Whisky","87","460","$","The aromas can be split into four; fresh fruits (raspberry, blueberry), desserts (vanilla custard, bread and butter pudding), antique shop (polished furniture, well-oiled moving parts), and stewed fruits (apple, rhubarb, some old orange peel). Wisps of balsa wood smoke; tangy orange notes build, accompanied by those fresh fruits, sweet oak, aniseed, and white pepper ending on black treacle and gingerbread. The finish is epically long; dry, floral, with parkin, residual wood notes, and further smoke evident. (800 bottles)"
"1125","Eades “Double Malt” Islay (Second Edition), 46%","Blended Malt Scotch Whisky","87","70.00","$","A marriage of two whiskies: 30% 18 year old Caol Ila finished in Chateau d’Yquem Sauternes casks and 70% 10 year old Bowmore finished in Grenache wine casks. A honeyed, sultana sweetness (from the d’Yquem?) nicely tames the rooty smoke, iodine, seaweed, brine, pepper, and subtle Spanish olive. Bramble and berried fruit (from the Grenache?) add another layer and dimension. A very dynamic whisky, worthy of exploring and debating how well all these flavors integrate with each other."
"1126","Wemyss “A Matter of Smoke” 15 year old, 46%","Single Malt Scotch","87","130.00","$","Peat smoke indeed, and it dovetails nicely with light toffee, vanilla, anise, charred oak, blackberry, seaweed, kalamata olive, brine, and peppercorn. Well balanced from start to lingering smoke finish, and very exciting. (Exclusive to the U.S.)"
"1127","Wemyss Malts Ginger Spice (distilled at Glenrothes) 1988, 46%","Single Malt Scotch","87","164","$","Glenrothes always has a spicy element, but this example ups the ante considerably and, true to the label, it’s fresh-cut ginger root alongside galangal and coriander, a hint of green grass, and even a little bite of jelly babies, alongside black currant leaf. Rothes’ normally languid air is here frothily exuberant, with just sufficient vanilla thickness to offer a brake. Uplifting and good. £107"
"1128","Wemyss Malts Heathery Smoke (distilled at Caol Ila) 30 year old, 46%","Single Malt Scotch","87","230","$","Sweet oak and cod liver oil are what greet you, with fleshy, lychee-like fruits
behind. The smoke here is very polite, giving way to fruit jelly cubes and
peaches, to develop alongside crisp apple. The palate is clean with nutty oak, with
the smoke continuing in the background, offering an extra layer of complexity.
Fresh, belying its age, while it has typical tongue-coating oiliness it remains
understated. Caol Ila basking in the summer sun. (U.S. only)"
"1129","Wemyss Malts (distilled at Tormore) 1988 Floral Trellis, 46%","Single Malt Scotch","87","189","$","The nose is sweet (think barley sugar/boiled sweets) with little bits of wheat chaff flying around in the background with dried flower petals and drying cut grass. Opens dramatically with water into almond milk/horchata and flowers. The palate is sweet and lifted with those gentle florals to the fore. Instead of Tormore’s normal nagging rigidity, this flows sweetly over the tongue, leaving fruit leather, stewed rhubarb, and with water, rosewater and fresh wild strawberry. A lovely Tormore! £118"
"1130","Wemyss Malts Stem Ginger Preserve (distilled at Mortlach) 1995, 46%","Single Malt Scotch","87","133","$","This is Mortlach in musing mode. An aroma that initially brings to mind a woolen mill, then opens into sweet spice, light syrup, with the sense of the distillery’s weight always present. A rippling kind of muscularity with some rapeseed oil. With water the palate starts lighter and more fruity than you’d expect, then comes rooty weight with, yes, a distinctly gingery slant. Water shows more beeswax/honeycomb. Substantial and spicy. £85"
"1131","Wemyss Malts Waffles and Ice Cream (distilled at Clynelish) 1997, 54.2%","Single Malt Scotch","87","144","$","Released in Wemyss Malts’ Cask Strength Single Cask Releases range. This expression of Clynelish was aged in a refill hogshead. Initially, big coffee and ginger notes on the nose. Sweet orchard fruits develop in time along with a pinch of table salt. Very sweet and spicy on the palate with icing sugar and soft toffee. Salt, white pepper, and light oak in a long, spicy finish. (274 bottles) £100"
"1132","Wemyss Malts (distilled at Blair Athol) Autumn Berries, 46%","Blended Malt Scotch Whisky","87","132.00","$","Distilled in 1986, this single cask from Blair Athol distillery in Perthshire yielded 268 bottles, and the nose offers sweet fruits, principally apple and orange, plus walnuts, vanilla, and brittle toffee. Becoming softer and creamier with time. Dark fruit notes on the palate, notably blackcurrants and cranberries, with caramel and cinnamon. The finish is quite viscous, with a little oak, freshly-squeezed lemons, and licorice twists. £85 "
"1133","Wemyss Malts (distilled at Invergordon) Mocha Moment 1988, 46%","Single Grain Whisky","87","127","$","A rather moreish grain, and Wemyss certainly nailed the chocolate orange aromas on the nose here. Bright bursts of rich orange and comforting milk chocolate accompany gentle underlying spices, star anise, treacle-drizzled hams, and Godiva mint pearls. The palate is easygoing, with chocolate muffins, condensed milk, dates, and milky Coco Pops. There is oak, but it’s never obtrusive, and of course, cold mocha that fades slowly, until the moment has passed. (240 bottles) £102"
"1134","Black Bull Kyloe, 50%","Blended Scotch Whisky","87","29","$","Kyloe is the old Scots name for the famous hairy, horned breed of Highland beef cattle, better known in Scotland as a Heilan coo. This bright NAS whisky has aromas of fresh orange, lemon, grapefruit, and light muscovado sugar. It is soft and sweet to drink, with lemon sherbet notes, some fruity piquancy, and rich butterscotch, with some peppermint creeping in on the finish."
"1135","Anchor Bay, 40%","Blended Malt Scotch Whisky","87","48","$","Lombard’s blend of Speyside malts pleases with an agreeable nose of orchard blossoms, flower honey, caramel, dry hay, and pears baked in brown granulated sugar. It’s homey and comforting, favoring its floral and fruity side. This is a light, sweet whisky that sweeps around the mouth, radiating maltiness, apple, grapefruit, dried mango strips, and mingling spices. A studiously long finish of sucked caramel candy and beeswax follows. A smart choice for the beginning of the evening. £30"
